student_id,age,gender,education_level,avg_sleep_hours,screen_time_hours,social_media_hours,study_hours_per_day,exercise_hours_per_week,caffeine_drinks_per_day,stress_level,anxiety_score,gpa,uses_sleep_app,feels_burned_out
786,23,Male,Undergraduate,9.2,5.3,3.9,4.4,3.3,1,8,10,3.35,TRUE,TRUE
787,21,Male,Undergraduate,6.3,6.6,4.7,4.9,4.8,2,7,6,2.71,FALSE,TRUE
788,21,Male,Graduate,8,9,4.9,4.2,4.1,2,8,6,3.06,FALSE,TRUE
789,20,Male,High School,7,5,3,4,0,2,7,5,3.54,TRUE,TRUE
790,20,Female,Undergraduate,6.9,7.2,2,4.3,7.4,1,8,7,3.06,TRUE,TRUE
791,24,Female,High School,6.2,7.9,4.2,2.9,2,3,10,10,2.39,FALSE,TRUE
792,19,Male,High School,7.2,10.3,5.9,1.8,3.4,2,10,10,2.9,TRUE,TRUE
793,16,Female,Undergraduate,8,8.5,6.1,2,4.8,4,8,9,2.94,TRUE,TRUE
794,14,Male,Undergraduate,7.3,5.5,2.2,2.5,6.6,1,9,8,3.33,FALSE,TRUE
795,16,Female,Undergraduate,8.6,1.4,0,4.8,4.3,5,6,5,3.65,TRUE,FALSE
796,23,Male,High School,6.8,4.3,2.6,2.9,0,2,9,10,3.26,FALSE,TRUE
797,19,Male,High School,8.7,5.2,3,3.7,6,5,7,9,3.44,FALSE,TRUE
798,20,Female,High School,7,4.9,1.7,5,5.1,0,6,4,3.04,FALSE,FALSE
799,18,Female,Undergraduate,6.7,5.1,2.3,5.9,8.1,1,6,5,3.4,FALSE,FALSE
800,20,Female,Undergraduate,8.3,3.1,2.3,4.3,4,0,4,3,3.49,FALSE,FALSE
801,18,Female,Undergraduate,6.8,7.1,1.8,3,3.8,0,7,8,3.23,TRUE,TRUE
802,19,Male,Undergraduate,6.8,6.5,4.8,1.1,6.1,2,8,6,3.19,TRUE,TRUE
803,20,Male,Graduate,8.3,2.7,1.1,4.1,5.5,2,6,7,3.56,TRUE,FALSE
804,20,Female,Graduate,5.4,11.8,6.6,3.8,2.4,2,10,10,2.37,FALSE,TRUE
805,15,Female,Undergraduate,6.7,9.3,5.7,3.5,0,1,10,9,2.34,FALSE,TRUE
806,19,Female,Undergraduate,7.9,8.1,4.6,2.5,5.8,2,4,4,3.7,TRUE,FALSE
807,17,Male,Graduate,5.5,6.3,3,3.8,2.8,2,8,10,3.36,FALSE,TRUE
808,16,Female,Undergraduate,7.8,5.9,4.3,3.9,6.1,3,9,8,2.68,TRUE,TRUE
809,20,Female,Graduate,8.2,7.3,4.1,2.6,3.4,3,4,3,3.54,TRUE,FALSE
810,16,Male,Undergraduate,7.3,7.6,3.2,1,5.7,3,6,4,3.47,TRUE,FALSE
811,16,Female,Undergraduate,9.1,3.9,3.2,3.3,1.4,2,5,7,3.94,FALSE,FALSE
812,17,Male,Undergraduate,7.6,7.6,1.9,4.7,6.7,1,8,6,3.26,FALSE,TRUE
813,16,Female,Undergraduate,7.6,6.5,3.7,2.9,8.3,1,8,6,2.72,FALSE,TRUE
814,14,Male,High School,5.7,8.4,5.7,3.2,4.2,2,10,9,2.42,FALSE,TRUE
815,19,Female,Undergraduate,5.3,9.6,5.8,3.6,2.3,2,9,10,2.59,FALSE,TRUE
816,20,Male,Undergraduate,7.3,3.5,2.4,4.9,2.4,1,6,8,3.39,FALSE,FALSE
817,23,Female,Undergraduate,7.8,7.8,3.5,1.7,2.9,0,6,7,2.77,TRUE,FALSE
818,19,Female,Undergraduate,7.1,7,3.1,2.6,1.8,0,9,8,3.3,TRUE,TRUE
819,19,Male,Undergraduate,7,8.7,5.1,1.1,1.2,1,7,9,3.18,FALSE,TRUE
820,20,Female,Graduate,7.5,6.9,4.4,2.6,4,1,6,6,2.92,FALSE,FALSE
821,22,Female,Graduate,7.3,6,4.8,0.6,4.5,2,8,7,3.09,FALSE,TRUE
822,24,Female,Undergraduate,7.4,6.3,3.1,2.5,2.3,1,9,10,3.1,FALSE,TRUE
823,20,Female,Undergraduate,9.1,3.5,3,5.1,1.4,1,6,7,3.67,FALSE,FALSE
824,24,Female,Undergraduate,7.2,5.9,2,2.9,3.2,3,8,6,3.27,TRUE,TRUE
825,24,Male,Undergraduate,7.2,7.9,5.2,3.6,2.5,0,7,8,2.56,FALSE,TRUE
826,18,Male,High School,6.5,7.8,4.8,1.9,0,1,7,9,3.16,FALSE,TRUE
827,14,Male,Undergraduate,7.4,6.1,2.1,4.1,5.4,1,5,3,3.33,FALSE,FALSE
828,16,Male,Graduate,7.4,9.8,5.7,3.2,0.7,2,9,10,3,TRUE,TRUE
829,18,Female,High School,7.5,6.2,3.1,2.7,5,2,6,4,3,TRUE,FALSE
830,18,Male,Graduate,6.3,8.6,5.1,5,5.1,0,8,9,3.07,FALSE,TRUE
831,18,Female,Undergraduate,9,3.6,1.1,2.6,0,0,7,9,3.49,FALSE,TRUE
832,16,Male,Undergraduate,8.1,7.5,4,5.1,9.2,3,5,5,3.04,TRUE,FALSE
833,21,Male,Undergraduate,9.3,6.7,3.3,2.1,0,3,6,4,2.77,FALSE,FALSE
834,17,Female,Graduate,7.8,5.8,2.8,4.6,3.8,2,8,7,2.79,TRUE,TRUE
835,19,Female,Undergraduate,6.3,7.8,3.4,5.1,8.6,2,8,7,3.03,FALSE,TRUE
836,19,Male,Undergraduate,6.7,7,4.6,0.9,1.5,2,7,7,3.29,FALSE,TRUE
837,21,Male,Undergraduate,6.8,7.5,6.2,0,7.7,1,7,7,2.85,FALSE,TRUE
838,21,Male,High School,7.5,7.7,4.4,4.4,5,1,6,5,2.99,FALSE,FALSE
839,22,Female,Undergraduate,7,5.2,4.9,3.2,3.5,0,9,10,3.25,TRUE,TRUE
840,22,Female,Undergraduate,6.7,10.4,6.3,4.2,2.5,2,10,8,2.62,FALSE,TRUE
841,25,Male,High School,5.5,9.9,4.5,2.3,6,2,10,8,2.6,TRUE,TRUE
842,20,Prefer not to say,High School,7.2,6.4,4.1,5.5,5.1,1,4,2,4,FALSE,FALSE
843,20,Male,Undergraduate,6.4,7.6,4.1,4.4,2.7,2,7,9,3.22,TRUE,TRUE
844,20,Male,Undergraduate,7.4,4.8,3.4,4.1,1.7,1,8,9,3.52,FALSE,TRUE
845,20,Male,Undergraduate,9.2,3.7,1.6,2.5,0,4,8,7,3.6,FALSE,TRUE
846,19,Female,Undergraduate,5.8,7.8,5.2,3.3,6.8,1,7,9,2.78,TRUE,TRUE
847,17,Female,Undergraduate,7.1,9.7,4.2,4.5,0.7,1,8,9,3.38,FALSE,TRUE
848,17,Male,Undergraduate,7.7,5.9,3.4,3.2,2.6,2,6,6,3.05,FALSE,FALSE
849,20,Female,Undergraduate,7.3,7.1,3.6,3.4,1.7,5,6,6,3.83,TRUE,FALSE
850,16,Female,Undergraduate,8.4,4.6,3.1,2.1,1.2,7,6,8,3.51,FALSE,FALSE
851,18,Female,High School,8.3,3.1,1.3,3.2,1.9,2,6,4,3.88,TRUE,FALSE
852,22,Female,Undergraduate,6.9,5.4,1.3,2.5,7.6,1,8,7,3.26,TRUE,TRUE
853,19,Prefer not to say,Undergraduate,9.7,6.4,2.6,1.9,0,0,7,6,3.13,TRUE,TRUE
854,19,Male,Undergraduate,6,8.7,4.4,5.3,4.2,2,8,8,2.71,FALSE,TRUE
855,20,Male,Undergraduate,9.2,3.8,1.2,4.1,6.3,1,7,8,3.65,FALSE,TRUE
856,22,Male,Undergraduate,7.1,4.2,2.9,2.2,9.2,2,7,7,2.83,TRUE,TRUE
857,16,Female,High School,10,4.2,2.4,4.7,0.6,2,5,4,4,FALSE,FALSE
858,20,Female,Graduate,5.6,9.4,3.9,1,1.7,3,10,9,2.53,FALSE,TRUE
859,14,Male,Undergraduate,5.9,10.1,5.5,1,0,5,7,8,3.03,FALSE,TRUE
860,22,Male,Undergraduate,4.8,10.7,5,2.7,1.7,1,10,10,2.19,FALSE,TRUE
861,19,Female,Undergraduate,6.1,9.4,5.3,5,4.6,1,9,9,2.76,FALSE,TRUE
862,23,Male,Undergraduate,7.5,7.1,4.2,4.5,3.1,1,7,9,3.94,TRUE,TRUE
863,23,Female,Undergraduate,7.1,6.5,4.3,1.5,7.9,2,6,5,3.24,TRUE,FALSE
864,19,Male,Undergraduate,8,8.1,4.7,3.3,6,2,5,3,3.32,FALSE,FALSE
865,17,Male,Undergraduate,7.5,6.1,4,5.4,2.5,1,7,6,3.4,TRUE,TRUE
866,20,Female,Undergraduate,6.8,9.9,3.4,3.2,0.3,1,10,10,3.22,FALSE,TRUE
867,20,Male,High School,7.1,7.7,2.1,4.2,4.1,1,7,7,3.29,FALSE,TRUE
868,19,Male,High School,7,5.9,2.8,4.5,3.1,0,8,10,3.41,FALSE,TRUE
869,22,Female,Graduate,9.4,5.2,2.7,4.6,5.6,0,5,4,3.62,TRUE,FALSE
870,24,Female,Graduate,7.6,6.8,4.7,3.6,3.3,4,8,7,2.95,FALSE,TRUE
871,21,Male,Undergraduate,7.4,6.2,3.3,4.1,4.6,2,5,4,3.25,TRUE,FALSE
872,21,Female,High School,6,8,4.3,5.9,3.5,1,6,6,2.89,TRUE,FALSE
873,24,Male,Graduate,7.8,7.1,4.2,5,5.4,1,7,5,2.89,TRUE,TRUE
874,21,Female,Undergraduate,7.2,6.7,3.2,2.7,7.8,2,7,7,2.94,FALSE,TRUE
875,20,Female,Graduate,6.4,11.7,7.2,2.1,1.6,2,9,9,3.21,TRUE,TRUE
876,19,Prefer not to say,Undergraduate,6.9,8.3,5.2,1.9,4.2,2,8,9,3.18,FALSE,TRUE
877,15,Male,Undergraduate,8,7.7,3.8,3.7,0,1,8,8,3.02,FALSE,TRUE
878,22,Male,Undergraduate,9.1,5.1,2.2,0.8,5.8,4,2,1,3.98,FALSE,FALSE
879,22,Male,High School,8.3,2.5,0,2.2,2.3,4,6,4,3.9,FALSE,FALSE
880,17,Female,Undergraduate,5.8,13,8.4,3.6,7,2,6,8,3.03,FALSE,FALSE
881,18,Male,High School,6.6,6,4.6,4.9,2.7,4,7,7,2.54,FALSE,TRUE
882,15,Female,High School,7.7,3.7,2.2,5.3,5.8,0,6,8,4,FALSE,FALSE
883,18,Female,Graduate,7,6.2,3.5,2.5,3.6,2,7,8,2.44,FALSE,TRUE
884,22,Female,Undergraduate,6.9,7.7,3.3,4.4,0,2,7,5,3.61,FALSE,TRUE
885,20,Female,Undergraduate,6.2,7.6,5.2,1.9,1.8,2,8,9,3.13,FALSE,TRUE
886,21,Female,Undergraduate,8,3.5,2,4.6,3.3,1,4,6,4,FALSE,FALSE
887,18,Female,High School,8.6,1,0,4.1,2.1,2,5,3,3.62,FALSE,FALSE
888,18,Female,High School,8.4,9.4,5.6,5.2,6.9,1,8,6,3.03,FALSE,TRUE
889,22,Female,Undergraduate,5.9,10,5,5.7,8,3,9,9,2.46,FALSE,TRUE
890,19,Male,Undergraduate,8,9.6,4.5,1.6,2.6,1,9,9,2.67,TRUE,TRUE
891,18,Female,High School,6.8,6.2,2.5,2.6,3.9,5,5,4,3.45,FALSE,FALSE
892,20,Female,Undergraduate,8.2,4.3,1.7,4,0,4,7,7,3.5,FALSE,TRUE
893,16,Female,High School,7.1,8.2,5.1,2.3,3.3,2,7,7,3.01,TRUE,TRUE
894,21,Female,High School,8.3,6.8,3.3,4.5,6.4,1,8,8,2.88,TRUE,TRUE
895,18,Male,Undergraduate,7.9,7.7,4.3,3.2,1.9,0,7,8,3.05,FALSE,TRUE
896,17,Male,Graduate,8.8,6.7,4.8,5.3,2.7,2,10,10,2.87,FALSE,TRUE
897,14,Male,High School,8.1,4.6,2.5,2.9,0,1,8,10,2.92,FALSE,TRUE
898,19,Female,High School,7.9,7.5,5,3.4,2.2,1,8,10,3.51,FALSE,TRUE
899,19,Male,Graduate,6.8,6.7,5.1,4.1,0,1,9,10,2.98,FALSE,TRUE
900,19,Female,Undergraduate,7.3,4.9,1.3,0,0,2,7,5,3.75,TRUE,TRUE
901,15,Female,Graduate,8.1,6.2,4.3,4,8.4,4,5,4,3.65,FALSE,FALSE
902,20,Female,High School,7.6,7.3,5.7,1.8,2.1,0,7,6,3.2,FALSE,TRUE
903,21,Female,High School,8.8,5.3,3.4,3.4,6.3,2,4,5,4,TRUE,FALSE
904,15,Female,High School,6.4,9.9,5.2,2.1,2.4,1,8,10,3.13,TRUE,TRUE
905,18,Male,Undergraduate,8.3,3.7,2.9,1.3,2,1,7,6,3.65,FALSE,TRUE
906,16,Female,Graduate,7.7,2,0.8,2.7,5.2,1,5,4,3.24,FALSE,FALSE
907,18,Female,High School,8.2,7.4,7.2,4,4.7,3,7,8,3.68,TRUE,TRUE
908,15,Female,Undergraduate,8,4,2.6,4.2,0.9,2,7,9,3.4,FALSE,TRUE
909,22,Female,High School,5.7,7.5,1.8,2,1.2,8,10,10,2.87,FALSE,TRUE
910,15,Male,Graduate,8.2,8.4,3.7,1.1,1,0,8,6,3.13,TRUE,TRUE
911,17,Female,Undergraduate,8.8,5.2,3.6,2.1,6.1,3,6,8,3.42,FALSE,FALSE
912,17,Male,Undergraduate,6.6,9,4.1,2.3,6.9,1,7,8,3.55,FALSE,TRUE
913,21,Male,High School,8.2,3.9,1.2,2.6,5.6,3,3,1,4,FALSE,FALSE
914,22,Male,Undergraduate,8.7,7.8,4.4,2.7,3.8,1,9,7,2.95,TRUE,TRUE
915,21,Male,Undergraduate,9.8,1,0.7,5,2.7,4,6,5,4,FALSE,FALSE
916,18,Female,Undergraduate,7.6,6.1,3.1,1.7,4.5,1,7,6,3.6,FALSE,TRUE
917,14,Male,Graduate,7.1,6.3,3.6,4.5,4.6,1,7,7,3.59,FALSE,TRUE
918,18,Female,Undergraduate,8,7.1,6.6,1.7,2.2,0,7,5,3.43,FALSE,TRUE
919,15,Female,Undergraduate,7.3,7,3.1,2.2,2.1,6,9,10,3.26,FALSE,TRUE
920,19,Male,Undergraduate,6.1,11.1,5.1,4.8,3.9,0,7,6,2.78,TRUE,TRUE
921,20,Non-binary,Undergraduate,6.4,9.8,4.8,3.3,5.2,3,9,9,2.45,FALSE,TRUE
922,15,Male,Undergraduate,10.4,3.8,2.9,2.9,1.2,0,6,7,3.37,TRUE,FALSE
923,22,Prefer not to say,High School,7.8,7.4,4.6,2.6,5.6,1,8,7,3.35,TRUE,TRUE
924,22,Male,Undergraduate,6.9,5.1,1.8,2.3,3.2,3,7,7,3.2,TRUE,TRUE
925,19,Male,Undergraduate,5.9,9.7,4.7,4.3,2.5,2,10,10,2.54,FALSE,TRUE
926,20,Male,Undergraduate,7.7,7.5,4.6,3.4,4.8,1,8,6,3.47,TRUE,TRUE
927,23,Female,High School,6.3,6.2,1.8,2.1,4,2,8,8,3.13,FALSE,TRUE
928,18,Male,High School,6.7,10.1,6.2,4.5,0,1,10,9,2.52,FALSE,TRUE
929,23,Male,Graduate,6,8.9,5.5,2.7,7.2,1,7,5,2.72,TRUE,TRUE
930,19,Female,Graduate,7,5.9,3.8,5,2.6,3,8,8,3.15,FALSE,TRUE
931,16,Male,High School,7.6,6.1,3.1,2.6,3.8,2,6,7,3.56,FALSE,FALSE
932,19,Male,Undergraduate,6.6,8.3,4.7,2.1,4.8,3,7,7,3.42,TRUE,TRUE
933,21,Male,High School,6,6.3,4,2.6,3.1,1,9,10,2.55,FALSE,TRUE
934,18,Male,Undergraduate,7.9,4.1,2.2,4.8,1.1,1,7,8,3.23,TRUE,TRUE
935,26,Non-binary,Undergraduate,8.2,5.6,1.4,3.6,5,1,8,8,3.65,TRUE,TRUE
936,22,Female,Undergraduate,7.5,7.3,5.9,3.1,3.7,4,8,9,2.98,TRUE,TRUE
937,23,Female,Undergraduate,8.3,7.2,4,2.2,6.8,1,7,7,3.21,FALSE,TRUE
938,27,Male,Undergraduate,7.5,3.1,2.3,8.3,,3,6,6,3.33,FALSE,FALSE
939,19,Female,Undergraduate,8.1,5.7,3.4,3.8,,0,7,9,3.19,TRUE,TRUE
940,18,Male,Undergraduate,7.8,4.7,5.1,5.4,,4,7,9,3.5,FALSE,TRUE
941,22,Female,Undergraduate,6.3,9.7,4.5,4.4,,1,7,9,3.02,FALSE,TRUE
942,20,Male,High School,7.6,6.7,4.9,1.9,,1,9,7,2.71,TRUE,TRUE
943,18,Male,Undergraduate,6.6,7.6,4.1,4.4,,1,8,7,3.14,FALSE,TRUE
944,18,Female,Graduate,7.3,4.8,1.4,3.2,,0,8,9,3.06,FALSE,TRUE
945,14,Female,Undergraduate,6.4,8,4.2,3.5,,1,7,5,3.19,TRUE,TRUE
946,21,Male,Undergraduate,7.8,5,4.5,4.6,,2,7,8,2.89,FALSE,TRUE
947,22,Female,High School,7.5,6.3,3,4.6,3.7,4,7,7,3.37,FALSE,TRUE
948,25,Male,High School,7.7,4.1,1.9,1.5,3.3,1,6,5,3.44,FALSE,FALSE
949,24,Male,Undergraduate,7.9,7.3,2.5,2.7,3.5,2,7,7,3.33,TRUE,TRUE
950,25,Male,Undergraduate,8.8,1,1.5,5.1,6.8,1,7,5,3.08,TRUE,TRUE
951,20,Female,Undergraduate,7.3,12.6,7.5,1.5,2.4,0,10,8,2.88,FALSE,TRUE
952,20,Female,Undergraduate,8,8.5,4.4,3.9,4.1,1,7,8,3.17,FALSE,TRUE
953,18,Female,Graduate,5.7,5.9,2.6,3.3,2.2,1,8,8,2.95,FALSE,TRUE
954,20,Female,High School,5.8,9.3,4.9,1.5,3.3,2,6,8,3.14,TRUE,FALSE
955,21,Male,High School,6.7,7.9,3.7,2.3,3.8,2,7,9,3.26,FALSE,TRUE
956,21,Male,Undergraduate,8.9,5.1,3.3,4,5.1,0,5,4,3.53,TRUE,FALSE
957,17,Male,High School,5.3,5.6,4.2,2.5,0,0,9,7,2.56,FALSE,TRUE
958,20,Male,High School,6.9,3.4,3,4.7,8.7,2,5,7,3.21,TRUE,FALSE
959,16,Male,High School,8,6,5.1,2.5,3,2,7,8,3.1,TRUE,TRUE
960,21,Female,Undergraduate,8.6,5.3,4.7,4.1,0,1,7,6,3.7,TRUE,TRUE
961,21,Male,Undergraduate,7,5.6,2,0.8,8.3,1,6,8,3.96,FALSE,FALSE
962,23,Male,High School,7.8,4.7,0.8,2.9,3.9,5,6,6,3.51,TRUE,FALSE
963,18,Male,Undergraduate,6.9,7,4,2.6,4.2,2,9,10,3.11,FALSE,TRUE
964,25,Female,Undergraduate,9,5.2,1.8,3.4,0.5,2,8,9,3.62,FALSE,TRUE
965,15,Male,High School,9.2,4.2,1.6,5.4,0,0,7,9,3.69,TRUE,TRUE
966,17,Female,Graduate,5.8,7.3,4.4,3.9,6.3,6,9,8,2.87,TRUE,TRUE
967,24,Male,High School,6.8,7,4.4,2.3,5.2,2,8,10,3.35,FALSE,TRUE
968,18,Female,Undergraduate,8,3.2,1.5,2.2,4.5,3,5,3,3.64,TRUE,FALSE
969,22,Female,High School,8,6.4,4.1,2.4,0.7,3,8,9,3.22,TRUE,TRUE
970,20,Female,Undergraduate,8.6,7.9,5.6,5.4,1.9,2,8,6,3.49,FALSE,TRUE
971,20,Male,High School,7.8,4.1,3.1,1.6,8.6,1,7,7,3.17,FALSE,TRUE
972,24,Female,Undergraduate,8.1,6.2,2.9,5.9,0.3,3,5,3,3.17,TRUE,FALSE
973,16,Male,High School,7.3,3.4,2,0.8,0,3,10,10,3,FALSE,TRUE
974,21,Female,High School,5.9,11.7,6.3,2.2,4.3,2,8,6,2.77,TRUE,TRUE
975,18,Female,Undergraduate,7.3,9.2,4.3,5.7,4.3,0,8,7,2.73,FALSE,TRUE
976,20,Female,High School,8.1,4.6,3.8,5.3,3.1,0,5,4,3.43,TRUE,FALSE
977,17,Male,Undergraduate,7.4,7.8,4.1,3.2,3.5,0,7,6,3.63,FALSE,TRUE
978,20,Female,High School,8.8,5.9,2,5.5,1.4,2,8,8,2.92,TRUE,TRUE
979,21,Male,High School,9.4,6.4,3.5,4.8,0,2,6,8,3.56,FALSE,FALSE
980,22,Male,Undergraduate,7.1,8.9,3.8,3.5,2.2,3,7,7,3.02,FALSE,TRUE
981,19,Male,Undergraduate,7.9,8.7,2.9,3.2,1.3,1,7,6,3.2,FALSE,TRUE
982,17,Non-binary,Graduate,8.9,5.5,3.3,2.4,7.7,1,6,7,3.81,FALSE,FALSE
983,17,Female,Undergraduate,9.7,4.6,1,3.7,5.7,2,5,4,3.65,FALSE,FALSE
984,23,Female,Undergraduate,6.3,8.7,5.7,2.1,3.5,3,10,8,2.8,FALSE,TRUE
985,19,Male,Graduate,5.7,5.1,3.9,3,0,0,8,6,3.05,FALSE,TRUE
986,18,Female,Undergraduate,6.8,10.5,7,4.5,0,0,8,6,2.71,FALSE,TRUE
987,22,Female,Undergraduate,7.2,10.9,6.5,1.3,4.2,0,9,8,2.93,FALSE,TRUE
988,20,Female,High School,7.3,7.1,3.5,5.2,4,1,5,7,3.79,FALSE,FALSE
989,17,Female,Undergraduate,8,5.1,2.5,3.9,3.2,2,7,5,3.31,TRUE,TRUE
990,19,Male,Undergraduate,9.5,1.2,0.2,5.3,6.9,4,4,5,4,FALSE,FALSE
991,19,Male,High School,7.3,5.5,1.2,1.6,0.8,2,7,6,3.64,FALSE,TRUE
992,14,Female,High School,7.3,3.2,3.4,3.7,5.7,2,6,6,3.42,TRUE,FALSE
993,18,Female,Undergraduate,5.9,6.1,4.1,2.7,3.4,1,10,10,2.56,FALSE,TRUE
994,16,Female,Undergraduate,5.6,8.1,3.6,1.6,2.5,2,9,9,2.95,TRUE,TRUE
995,21,Female,Graduate,7.1,6.5,3.5,1.8,2.9,0,10,10,3.23,FALSE,TRUE
996,20,Male,Undergraduate,7.3,7.1,3.9,4,3.7,5,6,5,3.71,TRUE,FALSE
997,19,Male,Undergraduate,7.4,5.4,3.2,2.3,3.6,3,6,4,3.3,FALSE,FALSE
998,24,Female,Undergraduate,6.9,4.1,2.1,4.4,1.9,2,7,6,3.33,FALSE,TRUE
999,21,Non-binary,Undergraduate,6.4,9.1,5.2,3,6.3,2,8,9,2.93,FALSE,TRUE
1000,15,Male,High School,7.7,4.4,1.4,5.2,6.8,4,4,5,4,FALSE,FALSE
1001,19,Female,High School,9,3.3,1.8,0,2.3,3,6,6,3.9,FALSE,FALSE
1002,19,Female,High School,7.5,7.1,4.3,2.6,3,3,10,9,3.14,FALSE,TRUE
1003,23,Non-binary,Undergraduate,7.9,4.3,3.3,4.3,0.8,3,4,4,3.83,TRUE,FALSE
1004,21,Male,Undergraduate,7.2,7.1,2.2,1.7,8.8,2,8,9,3.28,FALSE,TRUE
1005,20,Female,High School,6.2,7.4,4.9,2.8,6.1,1,7,5,3.15,FALSE,TRUE
1006,21,Female,Undergraduate,7.3,7.8,3.6,3.2,1.8,1,7,6,3.11,TRUE,TRUE
1007,14,Male,Undergraduate,8.4,5.6,2.7,4.8,7.7,3,6,6,3.44,FALSE,FALSE
1008,16,Male,Undergraduate,7.6,6.2,4.3,2.2,0,2,7,7,3.59,TRUE,TRUE
1009,23,Female,Undergraduate,7.1,5,3.3,4.6,2.8,4,9,7,3.33,FALSE,TRUE
1010,19,Male,Undergraduate,7.6,8.2,5,1.6,3.1,3,9,8,3.29,FALSE,TRUE
1011,17,Female,Undergraduate,8.1,5.5,3.6,4.1,2.5,1,6,8,2.68,FALSE,FALSE
1012,20,Female,High School,9.1,3,1.5,2.2,0.9,3,5,7,3.51,TRUE,FALSE
1013,24,Male,Undergraduate,7.8,5.6,2.6,3,4.9,2,8,10,3.15,FALSE,TRUE
1014,19,Non-binary,Graduate,7.8,6.7,5.6,3.2,7.4,1,7,7,3.07,FALSE,TRUE
1015,22,Male,High School,7.7,5.4,2.9,4.5,2.3,5,7,7,3.34,FALSE,TRUE
1016,17,Male,High School,8.1,5.1,5.3,5.8,0,1,7,6,2.98,FALSE,TRUE
1017,22,Male,High School,6.8,7.5,4,4,0.5,0,8,7,2.72,FALSE,TRUE
1018,16,Female,High School,7,7.9,3.1,3.3,4.2,4,9,8,3.18,FALSE,TRUE
1019,14,Male,High School,8.3,3,0.4,4.3,1.2,4,7,9,3.56,FALSE,TRUE
1020,25,Female,Undergraduate,7.2,9.2,5.3,2.8,1.1,1,10,10,2.56,TRUE,TRUE
1021,19,Male,Undergraduate,7.5,5.1,3,4,3.3,3,7,5,3.25,FALSE,TRUE
1022,25,Male,High School,8.1,6.7,4.6,7.3,3.2,1,5,3,3.03,FALSE,FALSE
1023,21,Female,Undergraduate,6.2,7.4,5.5,3.6,0,4,8,10,2.94,FALSE,TRUE
1024,20,Male,Undergraduate,5.1,8.2,4.3,4.3,4.3,4,9,10,2.63,FALSE,TRUE
1025,14,Male,Undergraduate,6.9,4.8,2.1,0,2.6,1,10,10,3.13,TRUE,TRUE
1026,20,Female,Graduate,7.3,6.6,5,3.8,3.7,1,8,10,2.88,FALSE,TRUE
1027,26,Male,Undergraduate,8.5,5.2,1.4,2.6,4.5,2,4,2,3.78,TRUE,FALSE
1028,21,Male,Graduate,7,5.5,0.5,3.4,0.6,5,9,10,3.05,FALSE,TRUE
1029,25,Male,Undergraduate,6.2,7.1,4.4,2.6,0,1,8,8,3.01,TRUE,TRUE
1030,22,Male,Undergraduate,7.3,4.5,1.8,2.8,5,2,6,5,3.19,TRUE,FALSE
1031,21,Female,Undergraduate,7.6,7.7,3.6,1.9,0.8,1,6,4,3.21,FALSE,FALSE
1032,14,Female,Undergraduate,7.4,5.5,3.3,3.2,4.5,3,7,8,3.16,FALSE,TRUE
1033,15,Male,High School,7.3,6.3,3.1,2.4,2.1,1,6,4,3.33,FALSE,FALSE
1034,19,Female,Undergraduate,8.2,6.3,4.3,4.4,5.3,0,8,10,3.32,FALSE,TRUE
1035,23,Male,Undergraduate,7.5,4.9,2.3,1.1,5.1,3,6,8,3.6,FALSE,FALSE
1036,19,Male,High School,8,6.9,2.3,4.8,3.4,1,6,6,3.92,FALSE,FALSE
1037,23,Female,High School,5.7,12.2,5.6,1.8,7.3,1,10,10,2.88,FALSE,TRUE
1038,15,Male,Undergraduate,5.8,9.7,5.3,5.1,4.7,0,7,6,2.64,FALSE,TRUE
1039,22,Female,Undergraduate,8.3,5.1,5.3,2.7,1.8,1,6,7,3.45,TRUE,FALSE
1040,18,Male,Undergraduate,9.3,1.4,1,0,7,1,6,8,3.79,TRUE,FALSE
1041,18,Non-binary,High School,8.9,2.1,1.3,1.9,2.8,2,4,2,3.75,FALSE,FALSE
1042,21,Female,Undergraduate,10.4,1.9,3.2,2.5,1.7,2,6,6,3.13,FALSE,FALSE
1043,14,Female,High School,8.5,4.8,2.4,5.9,3.3,3,5,6,3.14,FALSE,FALSE
1044,16,Female,High School,6.8,5.3,2.8,2.2,2.3,2,7,7,2.35,TRUE,TRUE
1045,27,Female,High School,8,4.8,2.1,4.6,0,4,7,9,3.37,FALSE,TRUE
1046,20,Female,Undergraduate,9.4,1.4,0.5,2.4,4.9,3,3,2,4,TRUE,FALSE
1047,24,Male,Undergraduate,7.8,5.8,3.6,2.5,5.2,0,5,3,3.43,FALSE,FALSE
1048,16,Female,High School,6.2,8.7,7.2,4,3.6,1,9,8,3.17,FALSE,TRUE
1049,16,Male,Undergraduate,5.7,10,4.6,4.2,5.4,3,6,8,3.31,FALSE,FALSE
1050,20,Female,Undergraduate,6.1,7.5,2.8,2.9,5.6,4,10,10,2.91,FALSE,TRUE
1051,17,Male,Undergraduate,7.7,6.1,3.6,3.7,5.8,1,5,6,3.14,TRUE,FALSE
1052,20,Male,High School,7.8,3.6,3,1.2,1.9,3,7,5,3.02,TRUE,TRUE
1053,22,Male,High School,6.4,7.9,3.2,5.1,4.3,2,9,10,2.97,FALSE,TRUE
1054,25,Male,Undergraduate,8.3,2,0.9,1,2,3,6,8,3.95,TRUE,FALSE
